filepath,date,experiment_code,plate_number,well_number,scan_info,S,X,Y,I,filename,classification
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A08/matrix_scan01/AR_CS_0708_Matrix06_P1_A8_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A08,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_A8_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A08/matrix_scan01/AR_CS_0708_Matrix06_P1_A8_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A08,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_A8_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A08/matrix_scan01/AR_CS_0708_Matrix06_P1_A8_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A08,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_A8_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A07/matrix_scan01/AR_CS_0708_Matrix06_P1_A7_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A07,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix06_P1_A7_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A07/matrix_scan01/AR_CS_0708_Matrix06_P1_A7_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A07,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_A7_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A07/matrix_scan01/AR_CS_0708_Matrix06_P1_A7_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A07,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_A7_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A07/matrix_scan01/AR_CS_0708_Matrix06_P1_A7_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A07,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_A7_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_B02/matrix_scan01/AR_CS_0708_Matrix06_P1_B2_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,B02,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_B2_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_B02/matrix_scan01/AR_CS_0708_Matrix06_P1_B2_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,B02,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_B2_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_B02/matrix_scan01/AR_CS_0708_Matrix06_P1_B2_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,B02,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_B2_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_B02/matrix_scan01/AR_CS_0708_Matrix06_P1_B2_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,B02,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix06_P1_B2_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A02/matrix_scan01/AR_CS_0708_Matrix06_P1_A2_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A02,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_A2_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A02/matrix_scan01/AR_CS_0708_Matrix06_P1_A2_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A02,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix06_P1_A2_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A02/matrix_scan01/AR_CS_0708_Matrix06_P1_A2_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A02,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_A2_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A02/matrix_scan01/AR_CS_0708_Matrix06_P1_A2_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A02,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_A2_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A05/matrix_scan01/AR_CS_0708_Matrix06_P1_A5_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A05,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_A5_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A05/matrix_scan01/AR_CS_0708_Matrix06_P1_A5_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A05,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix06_P1_A5_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A05/matrix_scan01/AR_CS_0708_Matrix06_P1_A5_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A05,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_A5_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A05/matrix_scan01/AR_CS_0708_Matrix06_P1_A5_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A05,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_A5_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A04/matrix_scan01/AR_CS_0708_Matrix06_P1_A4_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A04,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_A4_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A04/matrix_scan01/AR_CS_0708_Matrix06_P1_A4_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A04,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_A4_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A04/matrix_scan01/AR_CS_0708_Matrix06_P1_A4_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A04,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix06_P1_A4_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A04/matrix_scan01/AR_CS_0708_Matrix06_P1_A4_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A04,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_A4_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A03/matrix_scan01/AR_CS_0708_Matrix06_P1_A3_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A03,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix06_P1_A3_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A03/matrix_scan01/AR_CS_0708_Matrix06_P1_A3_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A03,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix06_P1_A3_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A03/matrix_scan01/AR_CS_0708_Matrix06_P1_A3_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A03,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix06_P1_A3_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix06/plate1_A03/matrix_scan01/AR_CS_0708_Matrix06_P1_A3_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix06,plate1,A03,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix06_P1_A3_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_B01/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,B01,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_B01/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,B01,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_B01/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,B01,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_B01/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,B01,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_B1_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A06/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A06,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A06/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A06,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A06/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A06,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A06/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A06,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A6_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A08/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A08,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A08/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A08,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A08/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A08,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A08/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A08,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A8_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A07/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A07,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A07/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A07,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A07/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A07,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A07/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A07,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A7_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A02/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A02,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A02/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A02,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A02/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A02,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A02/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A02,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A2_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A05/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A05,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A05/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A05,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A05/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A05,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A05/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A05,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A5_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A04/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A04,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A04/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A04,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A04/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A04,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A04/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A04,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A4_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A03/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A03,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A03/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A03,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A03/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A03,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix_10_DMA/plate1_A03/matrix_scan01/AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix_10_DMA,plate1,A03,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix_10_DMA_P1_A3_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_B01/matrix_scan01/AR_CS_0708_Matrix03_P1_B1_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,B01,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix03_P1_B1_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_B01/matrix_scan01/AR_CS_0708_Matrix03_P1_B1_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,B01,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix03_P1_B1_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_B01/matrix_scan01/AR_CS_0708_Matrix03_P1_B1_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,B01,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix03_P1_B1_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_B01/matrix_scan01/AR_CS_0708_Matrix03_P1_B1_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,B01,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix03_P1_B1_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A06/matrix_scan01/AR_CS_0708_Matrix03_P1_A6_ S-01 X-02 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A06,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix03_P1_A6_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A06/matrix_scan01/AR_CS_0708_Matrix03_P1_A6_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A06,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix03_P1_A6_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A06/matrix_scan01/AR_CS_0708_Matrix03_P1_A6_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A06,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix03_P1_A6_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A06/matrix_scan01/AR_CS_0708_Matrix03_P1_A6_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A06,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix03_P1_A6_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A08/matrix_scan01/AR_CS_0708_Matrix03_P1_A8_ S-01 X-02 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A08,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix03_P1_A8_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A08/matrix_scan01/AR_CS_0708_Matrix03_P1_A8_ S-01 X-01 Y-02 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A08,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix03_P1_A8_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240708_AR_CS_0708_Matrix03/plate1_A08/matrix_scan01/AR_CS_0708_Matrix03_P1_A8_ S-01 X-01 Y-01 I-001.txt,20240708,AR_CS_0708_Matrix03,plate1,A08,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix03_P1_A8_ S-01 X-01 Y-01 I-001.txt,-1
